WL[nm]; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL[dB]; Det3_IL[dB]
1590.030;-7.07;-65.14;-64.92;-64.52;-53.95
1590.040;-7.09;-65.12;-64.90;-64.50;-53.79
1590.050;-7.07;-65.13;-64.91;-64.51;-53.87
1590.060;-7.08;-65.12;-64.90;-64.50;-53.90
1590.070;-7.09;-65.11;-64.90;-64.50;-53.74
1590.080;-7.09;-65.11;-64.90;-64.50;-53.75
1590.090;-7.09;-65.11;-64.90;-64.50;-53.67
1590.100;-7.07;-65.13;-64.91;-64.51;-53.75
1590.110;-7.09;-65.11;-64.90;-64.50;-53.68
1590.120;-7.09;-65.11;-64.90;-64.50;-53.54
1590.130;-7.10;-65.10;-64.89;-64.49;-53.47
1590.140;-7.10;-65.10;-64.89;-64.49;-53.49
1590.150;-7.09;-65.11;-64.90;-64.50;-53.42
1590.160;-7.09;-65.11;-64.90;-64.50;-53.25
1590.170;-7.11;-65.09;-64.88;-64.48;-53.27
1590.180;-7.09;-65.11;-64.89;-64.49;-53.14
1590.190;-7.09;-65.11;-64.90;-64.50;-53.19
1590.200;-7.10;-65.11;-64.89;-64.49;-53.09
1590.210;-7.10;-65.10;-64.88;-64.48;-53.09
1590.220;-7.11;-65.09;-64.88;-64.48;-53.04
1590.230;-7.12;-65.08;-64.87;-64.47;-53.00
1590.240;-7.10;-65.10;-64.89;-64.49;-52.95
1590.250;-7.11;-65.10;-64.88;-64.48;-52.90
1590.260;-7.11;-65.09;-64.88;-64.48;-52.84
1590.270;-7.11;-65.09;-64.88;-64.48;-52.80
1590.280;-7.11;-65.09;-64.88;-64.48;-52.62
1590.290;-7.12;-65.08;-64.87;-64.47;-52.76
1590.300;-7.09;-65.11;-64.90;-64.50;-52.64
1590.310;-7.11;-65.09;-64.88;-64.48;-52.58
1590.320;-7.12;-65.08;-64.87;-64.47;-52.52
1590.330;-7.11;-65.09;-64.88;-64.48;-52.47
1590.340;-7.11;-65.09;-64.88;-64.48;-52.49
1590.350;-7.11;-65.09;-64.88;-64.48;-52.44
1590.360;-7.16;-65.04;-64.83;-64.43;-52.25
1590.370;-7.11;-65.09;-64.88;-64.48;-52.29
1590.380;-7.12;-65.08;-64.86;-64.46;-52.32
1590.390;-7.10;-65.10;-64.88;-64.48;-52.26
1590.400;-7.11;-65.09;-64.88;-64.48;-52.25
1590.410;-7.12;-65.08;-64.87;-64.47;-52.13
1590.420;-7.11;-65.09;-64.88;-64.48;-52.10
1590.430;-7.11;-65.09;-64.88;-64.48;-52.08
1590.440;-7.09;-65.11;-64.89;-64.50;-52.04
1590.450;-7.11;-65.09;-64.88;-64.48;-52.07
1590.460;-7.11;-65.09;-64.88;-64.48;-52.12
1590.470;-7.12;-65.08;-64.87;-64.47;-52.07
1590.480;-7.14;-65.07;-64.85;-64.46;-52.03
1590.490;-7.11;-65.09;-64.88;-64.48;-51.94
1590.500;-7.12;-65.08;-64.87;-64.47;-51.87
1590.510;-7.12;-65.08;-64.87;-64.48;-51.78
1590.520;-7.11;-65.09;-64.88;-64.48;-51.70
1590.530;-7.13;-65.08;-64.86;-64.47;-51.81
1590.540;-7.13;-65.07;-64.86;-64.46;-51.83
1590.550;-7.13;-65.07;-64.86;-64.47;-51.89
1590.560;-7.11;-65.09;-64.88;-64.48;-51.83
1590.570;-7.13;-65.07;-64.86;-64.47;-51.86
1590.580;-7.12;-65.08;-64.87;-64.47;-51.82
1590.590;-7.11;-65.09;-64.88;-64.48;-51.80
1590.600;-7.11;-65.09;-64.88;-64.48;-51.89
1590.610;-7.10;-65.10;-64.89;-64.50;-51.89
1590.620;-7.12;-65.08;-64.87;-64.47;-51.95
1590.630;-7.13;-65.07;-64.86;-64.47;-51.93
1590.640;-7.11;-65.09;-64.88;-64.48;-51.98
1590.650;-7.12;-65.08;-64.86;-64.47;-51.95
1590.660;-7.12;-65.08;-64.87;-64.47;-51.97
1590.670;-7.12;-65.08;-64.87;-64.47;-52.03
1590.680;-7.10;-65.10;-64.89;-64.49;-52.13
1590.690;-7.11;-65.09;-64.88;-64.49;-52.14
1590.700;-7.11;-65.09;-64.88;-64.49;-52.30
1590.710;-7.11;-65.09;-64.88;-64.49;-52.26
1590.720;-7.14;-65.06;-64.84;-64.45;-52.33
1590.730;-7.13;-65.07;-64.86;-64.47;-52.43
1590.740;-7.12;-65.08;-64.87;-64.48;-52.48
1590.750;-7.14;-65.06;-64.85;-64.46;-52.36
1590.760;-7.14;-65.07;-64.85;-64.46;-52.52
1590.770;-7.15;-65.05;-64.84;-64.45;-52.58
1590.780;-7.16;-65.04;-64.83;-64.44;-52.57
1590.790;-7.14;-65.06;-64.85;-64.46;-52.71
1590.800;-7.13;-65.07;-64.86;-64.47;-52.71
1590.810;-7.16;-65.04;-64.83;-64.44;-52.90
1590.820;-7.15;-65.05;-64.84;-64.45;-52.84
1590.830;-7.16;-65.04;-64.83;-64.44;-52.93
1590.840;-7.16;-65.04;-64.83;-64.44;-52.97
1590.850;-7.16;-65.04;-64.83;-64.44;-53.13
1590.860;-7.16;-65.04;-64.83;-64.44;-53.22
1590.870;-7.16;-65.04;-64.83;-64.44;-53.28
1590.880;-7.16;-65.04;-64.83;-64.44;-53.35
1590.890;-7.15;-65.05;-64.84;-64.45;-53.45
1590.900;-7.13;-65.07;-64.86;-64.47;-53.48
1590.910;-7.18;-65.02;-64.81;-64.42;-53.56
1590.920;-7.16;-65.04;-64.83;-64.44;-53.57
1590.930;-7.16;-65.04;-64.83;-64.44;-53.59
1590.940;-7.16;-65.04;-64.83;-64.44;-53.64
1590.950;-7.16;-65.04;-64.83;-64.44;-53.69
1590.960;-7.15;-65.05;-64.84;-64.45;-53.71
1590.970;-7.15;-65.05;-64.84;-64.46;-53.78
1590.980;-7.15;-65.05;-64.84;-64.46;-53.80
1590.990;-7.13;-65.07;-64.86;-64.47;-53.81
1591.000;-7.15;-65.05;-64.84;-64.46;-53.87
1591.010;-7.16;-65.04;-64.83;-64.44;-53.83
1591.020;-7.15;-65.05;-64.84;-64.45;-53.92
1591.030;-7.17;-65.03;-64.82;-64.43;-53.82
1591.040;-7.17;-65.03;-64.82;-64.43;-53.75
1591.050;-7.18;-65.03;-64.81;-64.43;-53.79
1591.060;-7.17;-65.03;-64.82;-64.43;-53.90
1591.070;-7.16;-65.04;-64.83;-64.44;-53.93
1591.080;-7.16;-65.04;-64.83;-64.44;-53.89
1591.090;-7.16;-65.04;-64.83;-64.44;-53.77
1591.100;-7.18;-65.02;-64.81;-64.43;-53.71
1591.110;-7.17;-65.03;-64.82;-64.43;-53.80
1591.120;-7.19;-65.01;-64.80;-64.41;-53.80
1591.130;-7.17;-65.03;-64.82;-64.43;-53.71
1591.140;-7.16;-65.04;-64.83;-64.44;-53.70
1591.150;-7.19;-65.01;-64.80;-64.42;-53.63
1591.160;-7.19;-65.02;-64.81;-64.42;-53.73
1591.170;-7.18;-65.02;-64.81;-64.42;-53.54
1591.180;-7.22;-64.98;-64.77;-64.39;-53.62
1591.190;-7.18;-65.02;-64.81;-64.42;-53.47
1591.200;-7.18;-65.02;-64.81;-64.42;-53.41
1591.210;-7.19;-65.01;-64.80;-64.42;-53.41
1591.220;-7.20;-65.00;-64.79;-64.41;-53.35
1591.230;-7.18;-65.02;-64.81;-64.43;-53.26
1591.240;-7.18;-65.03;-64.82;-64.43;-53.19
1591.250;-7.21;-64.99;-64.78;-64.40;-53.09
1591.260;-7.19;-65.02;-64.81;-64.42;-53.02
1591.270;-7.20;-65.00;-64.79;-64.41;-53.06
1591.280;-7.18;-65.02;-64.81;-64.43;-52.95
1591.290;-7.17;-65.04;-64.83;-64.44;-52.74
1591.300;-7.18;-65.02;-64.81;-64.43;-52.80
1591.310;-7.20;-65.01;-64.79;-64.41;-52.84
1591.320;-7.20;-65.01;-64.80;-64.41;-52.69
1591.330;-7.21;-65.00;-64.79;-64.40;-52.59
1591.340;-7.23;-64.97;-64.76;-64.38;-52.59
1591.350;-7.24;-64.97;-64.76;-64.37;-52.67
1591.360;-7.22;-64.99;-64.78;-64.39;-52.47
1591.370;-7.20;-65.01;-64.80;-64.41;-52.48
1591.380;-7.20;-65.01;-64.80;-64.41;-52.58
1591.390;-7.21;-65.00;-64.79;-64.40;-52.62
1591.400;-7.23;-64.98;-64.77;-64.38;-52.54
1591.410;-7.22;-64.99;-64.78;-64.39;-52.54
1591.420;-7.23;-64.98;-64.77;-64.39;-52.53
1591.430;-7.22;-64.98;-64.77;-64.39;-52.56
1591.440;-7.24;-64.97;-64.76;-64.38;-52.50
1591.450;-7.22;-64.99;-64.78;-64.39;-52.51
1591.460;-7.22;-64.99;-64.78;-64.39;-52.65
1591.470;-7.21;-65.00;-64.79;-64.40;-52.63
1591.480;-7.20;-65.01;-64.80;-64.42;-52.60
1591.490;-7.22;-64.99;-64.78;-64.39;-52.56
1591.500;-7.22;-64.99;-64.78;-64.39;-52.63
1591.510;-7.21;-65.00;-64.79;-64.41;-52.66
1591.520;-7.20;-65.01;-64.80;-64.41;-52.60
1591.530;-7.23;-64.98;-64.77;-64.38;-52.55
1591.540;-7.20;-65.01;-64.80;-64.41;-52.64
1591.550;-7.22;-64.99;-64.78;-64.39;-52.81
1591.560;-7.23;-64.98;-64.77;-64.38;-52.72
1591.570;-7.20;-65.01;-64.80;-64.41;-52.86
1591.580;-7.22;-64.99;-64.78;-64.40;-52.85
1591.590;-7.24;-64.97;-64.76;-64.38;-52.92
1591.600;-7.23;-64.99;-64.78;-64.39;-52.91
1591.610;-7.23;-64.98;-64.77;-64.38;-52.89
1591.620;-7.24;-64.97;-64.76;-64.38;-53.03
1591.630;-7.24;-64.97;-64.76;-64.38;-53.06
1591.640;-7.24;-64.97;-64.76;-64.38;-53.17
1591.650;-7.24;-64.97;-64.76;-64.38;-53.32
1591.660;-7.23;-64.98;-64.77;-64.38;-53.29
1591.670;-7.22;-64.99;-64.78;-64.40;-53.45
1591.680;-7.22;-64.99;-64.78;-64.40;-53.40
1591.690;-7.22;-64.99;-64.78;-64.40;-53.43
1591.700;-7.23;-64.98;-64.77;-64.38;-53.55
1591.710;-7.24;-64.98;-64.77;-64.38;-53.66
1591.720;-7.24;-64.98;-64.77;-64.38;-53.67
1591.730;-7.24;-64.98;-64.77;-64.38;-53.72
1591.740;-7.24;-64.98;-64.77;-64.38;-53.74
1591.750;-7.24;-64.98;-64.77;-64.38;-53.84
1591.760;-7.24;-64.98;-64.77;-64.38;-53.83
1591.770;-7.24;-64.98;-64.77;-64.38;-53.83
1591.780;-7.24;-64.98;-64.77;-64.38;-53.85
1591.790;-7.24;-64.98;-64.77;-64.38;-53.76
1591.800;-7.24;-64.98;-64.77;-64.38;-53.89
1591.810;-7.27;-64.94;-64.73;-64.35;-53.88
1591.820;-7.24;-64.98;-64.77;-64.38;-53.79
1591.830;-7.25;-64.96;-64.75;-64.37;-53.75
1591.840;-7.24;-64.98;-64.77;-64.38;-53.79
1591.850;-7.24;-64.98;-64.77;-64.38;-53.88
1591.860;-7.24;-64.98;-64.77;-64.38;-53.79
1591.870;-7.24;-64.98;-64.77;-64.38;-53.82
1591.880;-7.24;-64.98;-64.77;-64.38;-53.86
1591.890;-7.25;-64.96;-64.75;-64.37;-53.99
1591.900;-7.27;-64.94;-64.73;-64.35;-53.94
1591.910;-7.28;-64.94;-64.73;-64.35;-54.02
1591.920;-7.28;-64.94;-64.73;-64.34;-54.12
1591.930;-7.29;-64.92;-64.72;-64.33;-54.07
1591.940;-7.29;-64.93;-64.72;-64.34;-53.96
1591.950;-7.28;-64.94;-64.73;-64.35;-53.94
1591.960;-7.28;-64.94;-64.73;-64.35;-54.00
1591.970;-7.28;-64.94;-64.73;-64.35;-54.09
1591.980;-7.26;-64.96;-64.75;-64.36;-54.15
1591.990;-7.26;-64.96;-64.75;-64.37;-54.17
1592.000;-7.28;-64.94;-64.73;-64.35;-54.28
1592.010;-7.28;-64.94;-64.73;-64.35;-54.28
1592.020;-7.28;-64.94;-64.73;-64.34;-54.25
1592.030;-7.29;-64.93;-64.72;-64.34;-54.30
1592.040;-7.28;-64.94;-64.73;-64.35;-54.27
1592.050;-7.28;-64.94;-64.73;-64.35;-54.25
1592.060;-7.26;-64.96;-64.75;-64.36;-54.30
1592.070;-7.26;-64.96;-64.75;-64.37;-54.40
1592.080;-7.27;-64.95;-64.74;-64.35;-54.24
1592.090;-7.31;-64.91;-64.70;-64.31;-54.33
1592.100;-7.28;-64.95;-64.73;-64.35;-54.28
1592.110;-7.28;-64.94;-64.72;-64.34;-54.26
1592.120;-7.30;-64.92;-64.71;-64.33;-54.22
1592.130;-7.27;-64.95;-64.74;-64.36;-54.28
1592.140;-7.28;-64.94;-64.73;-64.35;-54.26
1592.150;-7.29;-64.93;-64.71;-64.33;-54.21
1592.160;-7.28;-64.94;-64.73;-64.35;-54.23
1592.170;-7.28;-64.95;-64.73;-64.35;-54.22
1592.180;-7.29;-64.93;-64.71;-64.33;-54.28
1592.190;-7.28;-64.94;-64.73;-64.35;-54.32
1592.200;-7.29;-64.93;-64.71;-64.33;-54.23
1592.210;-7.29;-64.93;-64.71;-64.33;-54.30
1592.220;-7.30;-64.92;-64.71;-64.32;-54.25
1592.230;-7.31;-64.91;-64.70;-64.31;-54.21
1592.240;-7.31;-64.91;-64.70;-64.31;-54.19
1592.250;-7.30;-64.92;-64.71;-64.33;-54.17
1592.260;-7.29;-64.93;-64.71;-64.33;-54.14
1592.270;-7.31;-64.91;-64.70;-64.31;-54.23
1592.280;-7.31;-64.91;-64.70;-64.31;-54.12
1592.290;-7.31;-64.91;-64.70;-64.31;-54.11
1592.300;-7.32;-64.90;-64.69;-64.31;-54.07
1592.310;-7.32;-64.90;-64.69;-64.30;-54.09
1592.320;-7.31;-64.91;-64.70;-64.31;-54.07
1592.330;-7.34;-64.89;-64.67;-64.29;-54.03
1592.340;-7.32;-64.90;-64.69;-64.31;-54.05
1592.350;-7.31;-64.91;-64.70;-64.32;-54.06
1592.360;-7.31;-64.91;-64.70;-64.32;-54.10
1592.370;-7.31;-64.91;-64.70;-64.32;-54.12
1592.380;-7.31;-64.91;-64.70;-64.32;-54.29
1592.390;-7.32;-64.91;-64.69;-64.31;-54.31
1592.400;-7.32;-64.90;-64.68;-64.30;-54.37
1592.410;-7.32;-64.90;-64.69;-64.31;-54.48
1592.420;-7.34;-64.88;-64.67;-64.29;-54.50
1592.430;-7.34;-64.89;-64.67;-64.29;-54.55
1592.440;-7.32;-64.91;-64.69;-64.31;-54.67
1592.450;-7.31;-64.91;-64.70;-64.32;-54.76
1592.460;-7.31;-64.91;-64.70;-64.32;-54.75
1592.470;-7.31;-64.91;-64.70;-64.32;-54.80
1592.480;-7.32;-64.91;-64.69;-64.31;-54.87
1592.490;-7.34;-64.89;-64.67;-64.29;-54.81
1592.500;-7.34;-64.88;-64.67;-64.29;-54.85
1592.510;-7.34;-64.88;-64.67;-64.29;-54.92
1592.520;-7.34;-64.89;-64.67;-64.29;-55.04
1592.530;-7.33;-64.89;-64.68;-64.30;-54.98
1592.540;-7.33;-64.89;-64.68;-64.30;-54.95
1592.550;-7.31;-64.91;-64.70;-64.32;-55.06
1592.560;-7.31;-64.91;-64.69;-64.32;-55.00
1592.570;-7.34;-64.89;-64.67;-64.29;-55.06
1592.580;-7.35;-64.87;-64.66;-64.28;-55.08
1592.590;-7.33;-64.89;-64.67;-64.30;-55.12
1592.600;-7.32;-64.90;-64.68;-64.31;-55.18
1592.610;-7.34;-64.88;-64.66;-64.29;-55.20
1592.620;-7.33;-64.89;-64.67;-64.30;-55.26
1592.630;-7.33;-64.89;-64.68;-64.30;-55.16
1592.640;-7.33;-64.89;-64.68;-64.30;-55.17
1592.650;-7.31;-64.91;-64.69;-64.32;-55.23
1592.660;-7.31;-64.91;-64.69;-64.32;-55.23
1592.670;-7.32;-64.90;-64.68;-64.31;-55.18
1592.680;-7.34;-64.88;-64.67;-64.29;-55.14
1592.690;-7.33;-64.89;-64.68;-64.30;-55.14
1592.700;-7.34;-64.88;-64.66;-64.29;-55.05
1592.710;-7.34;-64.89;-64.67;-64.30;-55.12
1592.720;-7.33;-64.89;-64.68;-64.30;-55.20
1592.730;-7.37;-64.86;-64.64;-64.26;-54.97
1592.740;-7.35;-64.88;-64.66;-64.28;-55.00
1592.750;-7.33;-64.89;-64.68;-64.30;-55.02
1592.760;-7.34;-64.88;-64.66;-64.29;-54.91
1592.770;-7.36;-64.87;-64.65;-64.27;-54.91
1592.780;-7.36;-64.87;-64.65;-64.27;-54.90
1592.790;-7.36;-64.87;-64.65;-64.28;-54.92
1592.800;-7.34;-64.89;-64.67;-64.30;-54.92
1592.810;-7.35;-64.88;-64.66;-64.29;-54.91
1592.820;-7.35;-64.88;-64.66;-64.28;-54.89
1592.830;-7.37;-64.86;-64.64;-64.27;-54.80
1592.840;-7.35;-64.88;-64.66;-64.29;-54.83
1592.850;-7.34;-64.89;-64.67;-64.29;-54.77
1592.860;-7.37;-64.86;-64.64;-64.26;-54.76
1592.870;-7.37;-64.86;-64.64;-64.26;-54.74
1592.880;-7.35;-64.88;-64.66;-64.29;-54.67
1592.890;-7.36;-64.87;-64.65;-64.27;-54.64
1592.900;-7.37;-64.86;-64.64;-64.26;-54.66
1592.910;-7.37;-64.86;-64.64;-64.26;-54.63
1592.920;-7.39;-64.84;-64.62;-64.25;-54.44
1592.930;-7.37;-64.86;-64.64;-64.27;-54.48
1592.940;-7.35;-64.87;-64.65;-64.28;-54.49
1592.950;-7.37;-64.85;-64.63;-64.26;-54.48
1592.960;-7.37;-64.86;-64.64;-64.26;-54.43
1592.970;-7.36;-64.87;-64.65;-64.27;-54.31
1592.980;-7.38;-64.84;-64.63;-64.25;-54.27
1592.990;-7.37;-64.85;-64.63;-64.26;-54.19
1593.000;-7.38;-64.84;-64.62;-64.25;-54.08
1593.010;-7.39;-64.84;-64.62;-64.24;-54.23
1593.020;-7.39;-64.84;-64.62;-64.24;-53.97
1593.030;-7.38;-64.84;-64.62;-64.25;-53.99
1593.040;-7.37;-64.85;-64.63;-64.26;-53.94
1593.050;-7.38;-64.85;-64.63;-64.25;-53.72
1593.060;-7.38;-64.85;-64.63;-64.25;-53.76
1593.070;-7.39;-64.84;-64.62;-64.24;-53.75
1593.080;-7.40;-64.82;-64.61;-64.23;-53.67
1593.090;-7.39;-64.83;-64.62;-64.24;-53.60
1593.100;-7.39;-64.84;-64.62;-64.24;-53.46
1593.110;-7.39;-64.84;-64.62;-64.24;-53.46
1593.120;-7.39;-64.84;-64.62;-64.24;-53.36
1593.130;-7.39;-64.83;-64.62;-64.24;-53.37
1593.140;-7.40;-64.83;-64.61;-64.23;-53.23
1593.150;-7.39;-64.84;-64.62;-64.24;-53.17
1593.160;-7.40;-64.83;-64.61;-64.23;-53.10
1593.170;-7.39;-64.83;-64.62;-64.24;-53.09
1593.180;-7.40;-64.82;-64.61;-64.23;-52.96
1593.190;-7.40;-64.82;-64.60;-64.22;-52.87
1593.200;-7.40;-64.82;-64.60;-64.22;-52.96
1593.210;-7.40;-64.82;-64.60;-64.22;-52.90
1593.220;-7.41;-64.81;-64.59;-64.21;-52.84
1593.230;-7.43;-64.79;-64.58;-64.20;-52.82
1593.240;-7.40;-64.83;-64.61;-64.23;-52.84
1593.250;-7.40;-64.83;-64.61;-64.23;-52.85
1593.260;-7.40;-64.82;-64.60;-64.22;-52.78
1593.270;-7.42;-64.80;-64.59;-64.21;-52.71
1593.280;-7.39;-64.83;-64.62;-64.24;-52.80
1593.290;-7.40;-64.82;-64.60;-64.22;-52.66
1593.300;-7.42;-64.80;-64.59;-64.21;-52.71
1593.310;-7.39;-64.83;-64.62;-64.24;-52.72
1593.320;-7.41;-64.81;-64.60;-64.22;-52.69
1593.330;-7.41;-64.81;-64.60;-64.22;-52.67
1593.340;-7.39;-64.84;-64.62;-64.24;-52.75
1593.350;-7.41;-64.81;-64.60;-64.22;-52.71
1593.360;-7.41;-64.81;-64.60;-64.22;-52.76
1593.370;-7.42;-64.80;-64.59;-64.21;-52.76
1593.380;-7.42;-64.80;-64.58;-64.20;-52.85
1593.390;-7.42;-64.80;-64.58;-64.20;-52.78
1593.400;-7.43;-64.79;-64.58;-64.19;-52.78
1593.410;-7.40;-64.82;-64.61;-64.23;-52.88
1593.420;-7.42;-64.80;-64.59;-64.21;-52.83
1593.430;-7.40;-64.83;-64.61;-64.23;-52.90
1593.440;-7.40;-64.82;-64.61;-64.23;-53.01
1593.450;-7.40;-64.82;-64.60;-64.22;-52.93
1593.460;-7.40;-64.82;-64.60;-64.22;-52.94
1593.470;-7.40;-64.82;-64.60;-64.22;-53.00
1593.480;-7.44;-64.78;-64.57;-64.18;-53.04
1593.490;-7.44;-64.78;-64.57;-64.18;-52.98
1593.500;-7.45;-64.77;-64.56;-64.18;-53.02
1593.510;-7.45;-64.77;-64.55;-64.17;-53.04
1593.520;-7.43;-64.79;-64.57;-64.19;-53.16
1593.530;-7.40;-64.82;-64.61;-64.22;-53.11
1593.540;-7.40;-64.82;-64.61;-64.23;-53.04
1593.550;-7.39;-64.83;-64.62;-64.23;-53.15
1593.560;-7.39;-64.83;-64.62;-64.24;-53.20
1593.570;-7.42;-64.80;-64.58;-64.20;-53.07
1593.580;-7.42;-64.80;-64.59;-64.20;-53.17
1593.590;-7.41;-64.81;-64.60;-64.22;-53.16
1593.600;-7.42;-64.80;-64.58;-64.20;-53.10
1593.610;-7.42;-64.80;-64.59;-64.21;-53.02
1593.620;-7.40;-64.81;-64.60;-64.22;-53.12
1593.630;-7.40;-64.81;-64.60;-64.22;-53.17
1593.640;-7.39;-64.83;-64.62;-64.23;-53.12
1593.650;-7.40;-64.82;-64.61;-64.22;-53.09
1593.660;-7.40;-64.81;-64.60;-64.22;-53.07
1593.670;-7.44;-64.78;-64.57;-64.18;-53.13
1593.680;-7.42;-64.80;-64.59;-64.20;-53.08
1593.690;-7.42;-64.80;-64.59;-64.20;-53.11
1593.700;-7.42;-64.80;-64.59;-64.21;-53.10
1593.710;-7.40;-64.82;-64.60;-64.22;-53.13
1593.720;-7.42;-64.80;-64.59;-64.21;-53.08
1593.730;-7.41;-64.81;-64.60;-64.21;-53.07
1593.740;-7.40;-64.82;-64.61;-64.22;-53.00
1593.750;-7.40;-64.82;-64.61;-64.22;-53.09
1593.760;-7.40;-64.82;-64.61;-64.22;-52.93
1593.770;-7.40;-64.82;-64.61;-64.22;-52.91
1593.780;-7.39;-64.83;-64.62;-64.24;-52.89
1593.790;-7.41;-64.81;-64.60;-64.21;-52.86
1593.800;-7.41;-64.81;-64.60;-64.21;-52.76
1593.810;-7.42;-64.81;-64.60;-64.21;-52.73
1593.820;-7.41;-64.81;-64.60;-64.22;-52.65
1593.830;-7.40;-64.82;-64.61;-64.22;-52.62
1593.840;-7.39;-64.83;-64.62;-64.24;-52.59
1593.850;-7.42;-64.80;-64.59;-64.20;-52.48
1593.860;-7.42;-64.80;-64.59;-64.21;-52.44
1593.870;-7.42;-64.81;-64.60;-64.21;-52.44
1593.880;-7.45;-64.77;-64.56;-64.17;-52.30
1593.890;-7.44;-64.78;-64.57;-64.19;-52.33
1593.900;-7.43;-64.79;-64.58;-64.20;-52.29
1593.910;-7.43;-64.79;-64.58;-64.19;-52.28
1593.920;-7.43;-64.80;-64.59;-64.20;-52.23
1593.930;-7.41;-64.82;-64.61;-64.22;-52.34
1593.940;-7.44;-64.79;-64.57;-64.19;-52.24
1593.950;-7.46;-64.77;-64.56;-64.17;-52.19
1593.960;-7.43;-64.80;-64.59;-64.20;-52.23
1593.970;-7.45;-64.78;-64.57;-64.18;-52.19
1593.980;-7.45;-64.77;-64.56;-64.18;-52.17
1593.990;-7.44;-64.78;-64.57;-64.19;-52.14
1594.000;-7.45;-64.77;-64.56;-64.18;-52.12
1594.010;-7.46;-64.77;-64.55;-64.17;-52.08
1594.020;-7.43;-64.80;-64.58;-64.20;-52.19
1594.030;-7.44;-64.79;-64.58;-64.19;-52.25
1594.040;-7.46;-64.77;-64.56;-64.17;-52.11
1594.050;-7.46;-64.77;-64.56;-64.17;-52.34
1594.060;-7.46;-64.77;-64.56;-64.17;-52.14
1594.070;-7.46;-64.77;-64.56;-64.17;-52.18
1594.080;-7.46;-64.77;-64.56;-64.17;-52.15
1594.090;-7.46;-64.77;-64.56;-64.17;-52.13
1594.100;-7.47;-64.76;-64.54;-64.16;-52.15
1594.110;-7.48;-64.75;-64.54;-64.15;-52.16
1594.120;-7.46;-64.77;-64.55;-64.17;-52.16
1594.130;-7.46;-64.77;-64.56;-64.17;-52.16
1594.140;-7.46;-64.77;-64.56;-64.17;-52.11
1594.150;-7.45;-64.78;-64.57;-64.19;-52.12
1594.160;-7.48;-64.75;-64.54;-64.16;-52.16
1594.170;-7.46;-64.77;-64.55;-64.17;-52.10
1594.180;-7.47;-64.76;-64.55;-64.16;-52.04
1594.190;-7.49;-64.74;-64.53;-64.15;-51.99
1594.200;-7.49;-64.74;-64.53;-64.14;-52.05
1594.210;-7.47;-64.76;-64.55;-64.17;-51.98
1594.220;-7.46;-64.77;-64.56;-64.17;-51.99
1594.230;-7.50;-64.74;-64.52;-64.14;-51.92
1594.240;-7.46;-64.77;-64.56;-64.17;-51.90
1594.250;-7.48;-64.75;-64.54;-64.15;-51.91
1594.260;-7.48;-64.75;-64.54;-64.15;-51.85
1594.270;-7.47;-64.76;-64.55;-64.17;-51.78
1594.280;-7.49;-64.74;-64.53;-64.15;-51.73
1594.290;-7.47;-64.76;-64.55;-64.16;-51.74
1594.300;-7.46;-64.77;-64.56;-64.18;-51.68
1594.310;-7.46;-64.77;-64.56;-64.18;-51.66
1594.320;-7.46;-64.77;-64.56;-64.18;-51.71
1594.330;-7.46;-64.77;-64.56;-64.18;-51.67
1594.340;-7.46;-64.77;-64.56;-64.18;-51.63
1594.350;-7.46;-64.77;-64.56;-64.18;-51.68
1594.360;-7.46;-64.77;-64.56;-64.18;-51.71
1594.370;-7.47;-64.76;-64.55;-64.17;-51.69
1594.380;-7.46;-64.78;-64.57;-64.18;-51.75
1594.390;-7.47;-64.77;-64.55;-64.17;-51.69
1594.400;-7.45;-64.79;-64.57;-64.19;-51.60
1594.410;-7.46;-64.78;-64.56;-64.18;-51.63
1594.420;-7.46;-64.78;-64.56;-64.18;-51.66
1594.430;-7.46;-64.77;-64.56;-64.18;-51.66
1594.440;-7.47;-64.76;-64.55;-64.17;-51.73
1594.450;-7.46;-64.78;-64.56;-64.18;-51.69
1594.460;-7.47;-64.77;-64.55;-64.17;-51.68
1594.470;-7.47;-64.77;-64.56;-64.17;-51.69
1594.480;-7.47;-64.76;-64.55;-64.17;-51.74
1594.490;-7.46;-64.77;-64.56;-64.18;-51.68
1594.500;-7.48;-64.76;-64.55;-64.16;-51.83
1594.510;-7.48;-64.76;-64.55;-64.16;-51.63
1594.520;-7.46;-64.77;-64.56;-64.18;-51.53
1594.530;-7.48;-64.76;-64.55;-64.16;-51.74
1594.540;-7.48;-64.76;-64.55;-64.16;-51.70
1594.550;-7.48;-64.76;-64.55;-64.16;-51.67
1594.560;-7.49;-64.75;-64.54;-64.15;-51.71
1594.570;-7.49;-64.75;-64.54;-64.16;-51.70
1594.580;-7.47;-64.77;-64.56;-64.18;-51.72
1594.590;-7.48;-64.76;-64.55;-64.17;-51.67
1594.600;-7.48;-64.76;-64.55;-64.16;-51.77
1594.610;-7.46;-64.78;-64.56;-64.18;-51.84
1594.620;-7.46;-64.78;-64.56;-64.18;-51.84
1594.630;-7.46;-64.78;-64.56;-64.18;-51.80
1594.640;-7.46;-64.78;-64.56;-64.18;-51.91
1594.650;-7.46;-64.78;-64.56;-64.18;-51.89
1594.660;-7.47;-64.77;-64.55;-64.17;-51.91
