WL; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL
1574.540;-6.59;-65.53;-65.31;-39.07
1574.550;-6.59;-65.53;-65.31;-39.03
1574.560;-6.59;-65.53;-65.31;-39.09
1574.570;-6.59;-65.53;-65.31;-39.10
1574.580;-6.59;-65.53;-65.31;-39.03
1574.590;-6.59;-65.53;-65.31;-39.04
1574.600;-6.58;-65.54;-65.31;-39.15
1574.610;-6.59;-65.54;-65.31;-39.11
1574.620;-6.59;-65.53;-65.31;-39.04
1574.630;-6.59;-65.53;-65.31;-39.07
1574.640;-6.59;-65.53;-65.31;-39.02
1574.650;-6.58;-65.55;-65.32;-39.09
1574.660;-6.59;-65.53;-65.31;-39.06
1574.670;-6.59;-65.53;-65.31;-39.05
1574.680;-6.59;-65.53;-65.31;-39.03
1574.690;-6.58;-65.54;-65.32;-39.09
1574.700;-6.59;-65.53;-65.31;-39.10
1574.710;-6.59;-65.53;-65.31;-39.02
1574.720;-6.59;-65.53;-65.31;-39.02
1574.730;-6.59;-65.53;-65.31;-39.04
1574.740;-6.59;-65.53;-65.31;-39.00
1574.750;-6.58;-65.54;-65.31;-39.05
1574.760;-6.59;-65.54;-65.31;-39.00
1574.770;-6.59;-65.53;-65.31;-39.01
1574.780;-6.59;-65.53;-65.31;-38.98
1574.790;-6.59;-65.53;-65.31;-39.02
1574.800;-6.59;-65.53;-65.30;-38.99
1574.810;-6.60;-65.52;-65.29;-39.00
1574.820;-6.60;-65.52;-65.30;-39.00
1574.830;-6.60;-65.52;-65.30;-39.00
1574.840;-6.59;-65.53;-65.31;-38.95
1574.850;-6.59;-65.53;-65.31;-39.02
1574.860;-6.59;-65.53;-65.31;-38.92
1574.870;-6.59;-65.53;-65.31;-39.04
1574.880;-6.59;-65.53;-65.31;-38.98
1574.890;-6.60;-65.52;-65.30;-38.94
1574.900;-6.60;-65.52;-65.30;-39.00
1574.910;-6.60;-65.52;-65.29;-39.03
1574.920;-6.61;-65.51;-65.29;-38.92
1574.930;-6.61;-65.51;-65.29;-38.97
1574.940;-6.59;-65.53;-65.31;-38.97
1574.950;-6.60;-65.52;-65.30;-39.03
1574.960;-6.62;-65.50;-65.28;-38.97
1574.970;-6.60;-65.52;-65.30;-38.99
1574.980;-6.62;-65.50;-65.28;-39.01
1574.990;-6.63;-65.49;-65.27;-39.04
1575.000;-6.61;-65.51;-65.29;-39.07
1575.010;-6.61;-65.51;-65.29;-39.06
1575.020;-6.62;-65.49;-65.27;-39.04
1575.030;-6.61;-65.50;-65.28;-39.02
1575.040;-6.63;-65.49;-65.27;-38.98
1575.050;-6.61;-65.51;-65.29;-39.06
1575.060;-6.59;-65.53;-65.31;-39.09
1575.070;-6.62;-65.50;-65.28;-39.06
1575.080;-6.63;-65.49;-65.27;-39.04
1575.090;-6.61;-65.51;-65.29;-39.05
1575.100;-6.60;-65.52;-65.30;-39.13
1575.110;-6.64;-65.48;-65.26;-39.10
1575.120;-6.62;-65.50;-65.28;-39.11
1575.130;-6.62;-65.50;-65.28;-39.06
1575.140;-6.61;-65.50;-65.28;-39.08
1575.150;-6.61;-65.51;-65.29;-39.02
1575.160;-6.59;-65.52;-65.31;-39.09
1575.170;-6.64;-65.48;-65.26;-39.06
1575.180;-6.61;-65.50;-65.28;-39.09
1575.190;-6.63;-65.48;-65.26;-38.99
1575.200;-6.63;-65.49;-65.27;-39.04
1575.210;-6.62;-65.50;-65.28;-39.08
1575.220;-6.64;-65.48;-65.26;-39.09
1575.230;-6.64;-65.47;-65.25;-39.07
1575.240;-6.61;-65.51;-65.29;-39.05
1575.250;-6.61;-65.50;-65.28;-39.05
1575.260;-6.64;-65.47;-65.25;-39.05
1575.270;-6.64;-65.47;-65.25;-39.08
1575.280;-6.64;-65.47;-65.25;-39.06
1575.290;-6.64;-65.47;-65.26;-39.04
1575.300;-6.63;-65.49;-65.27;-39.02
1575.310;-6.64;-65.47;-65.26;-39.11
1575.320;-6.64;-65.47;-65.26;-39.05
1575.330;-6.63;-65.48;-65.27;-39.07
1575.340;-6.60;-65.52;-65.30;-39.05
1575.350;-6.61;-65.51;-65.29;-39.11
1575.360;-6.62;-65.49;-65.28;-39.14
1575.370;-6.60;-65.51;-65.30;-39.09
1575.380;-6.62;-65.49;-65.28;-39.15
1575.390;-6.59;-65.52;-65.31;-39.19
1575.400;-6.61;-65.50;-65.29;-39.06
1575.410;-6.63;-65.49;-65.28;-39.04
1575.420;-6.63;-65.49;-65.28;-39.09
1575.430;-6.63;-65.49;-65.28;-39.15
1575.440;-6.61;-65.50;-65.29;-39.12
1575.450;-6.61;-65.50;-65.29;-39.12
1575.460;-6.59;-65.52;-65.31;-39.08
1575.470;-6.61;-65.51;-65.30;-39.13
1575.480;-6.59;-65.52;-65.31;-39.16
1575.490;-6.60;-65.51;-65.30;-39.08
1575.500;-6.63;-65.49;-65.28;-39.10
1575.510;-6.60;-65.51;-65.30;-39.13
1575.520;-6.62;-65.50;-65.29;-38.98
1575.530;-6.63;-65.49;-65.28;-39.14
1575.540;-6.61;-65.50;-65.30;-39.18
1575.550;-6.59;-65.52;-65.31;-39.12
1575.560;-6.59;-65.52;-65.31;-39.04
1575.570;-6.60;-65.51;-65.31;-39.05
1575.580;-6.62;-65.49;-65.29;-39.09
1575.590;-6.63;-65.49;-65.28;-39.11
1575.600;-6.64;-65.47;-65.27;-39.10
1575.610;-6.61;-65.50;-65.29;-39.00
1575.620;-6.64;-65.47;-65.26;-39.07
1575.630;-6.63;-65.49;-65.28;-39.07
1575.640;-6.63;-65.49;-65.28;-39.07
1575.650;-6.62;-65.49;-65.29;-39.05
1575.660;-6.63;-65.48;-65.28;-39.00
1575.670;-6.62;-65.49;-65.29;-39.00
1575.680;-6.64;-65.47;-65.27;-39.00
1575.690;-6.61;-65.50;-65.30;-39.07
1575.700;-6.63;-65.48;-65.28;-38.99
1575.710;-6.64;-65.47;-65.26;-38.99
1575.720;-6.64;-65.47;-65.26;-39.01
1575.730;-6.63;-65.49;-65.28;-39.01
1575.740;-6.63;-65.48;-65.28;-38.97
1575.750;-6.63;-65.48;-65.28;-39.05
1575.760;-6.64;-65.47;-65.27;-39.00
1575.770;-6.64;-65.47;-65.27;-38.95
1575.780;-6.64;-65.47;-65.27;-38.98
1575.790;-6.65;-65.46;-65.26;-38.99
1575.800;-6.65;-65.46;-65.26;-39.00
1575.810;-6.65;-65.46;-65.26;-38.97
1575.820;-6.66;-65.45;-65.25;-38.97
1575.830;-6.66;-65.45;-65.25;-38.96
1575.840;-6.64;-65.47;-65.27;-38.96
1575.850;-6.64;-65.47;-65.27;-38.93
1575.860;-6.65;-65.46;-65.26;-38.92
1575.870;-6.65;-65.46;-65.26;-38.96
1575.880;-6.64;-65.47;-65.27;-38.96
1575.890;-6.66;-65.45;-65.25;-38.93
1575.900;-6.66;-65.45;-65.25;-38.93
1575.910;-6.66;-65.45;-65.25;-39.01
1575.920;-6.66;-65.45;-65.25;-39.02
1575.930;-6.66;-65.45;-65.25;-38.96
1575.940;-6.64;-65.47;-65.27;-38.96
1575.950;-6.65;-65.46;-65.26;-38.93
1575.960;-6.66;-65.45;-65.25;-38.93
1575.970;-6.65;-65.46;-65.26;-38.93
1575.980;-6.66;-65.45;-65.26;-38.91
1575.990;-6.66;-65.45;-65.25;-38.95
1576.000;-6.66;-65.45;-65.25;-38.93
1576.010;-6.66;-65.45;-65.25;-38.93
1576.020;-6.66;-65.45;-65.25;-38.91
1576.030;-6.66;-65.45;-65.25;-38.86
1576.040;-6.67;-65.44;-65.24;-38.88
1576.050;-6.69;-65.42;-65.22;-38.83
1576.060;-6.68;-65.43;-65.24;-38.92
1576.070;-6.70;-65.42;-65.22;-38.91
1576.080;-6.68;-65.43;-65.23;-38.89
1576.090;-6.70;-65.42;-65.22;-38.90
1576.100;-6.69;-65.42;-65.23;-38.90
1576.110;-6.70;-65.41;-65.22;-38.91
1576.120;-6.68;-65.43;-65.24;-38.91
1576.130;-6.69;-65.42;-65.23;-38.88
1576.140;-6.68;-65.43;-65.24;-38.89
1576.150;-6.68;-65.44;-65.24;-38.94
1576.160;-6.66;-65.45;-65.25;-38.89
1576.170;-6.67;-65.45;-65.25;-38.93
1576.180;-6.67;-65.44;-65.25;-38.88
1576.190;-6.66;-65.45;-65.25;-38.87
1576.200;-6.67;-65.44;-65.24;-38.92
1576.210;-6.66;-65.45;-65.25;-39.03
1576.220;-6.66;-65.45;-65.25;-39.02
1576.230;-6.66;-65.45;-65.25;-38.91
1576.240;-6.66;-65.45;-65.25;-38.98
1576.250;-6.67;-65.45;-65.25;-38.91
1576.260;-6.67;-65.45;-65.25;-38.92
1576.270;-6.66;-65.45;-65.25;-38.94
1576.280;-6.65;-65.47;-65.27;-38.91
1576.290;-6.69;-65.43;-65.22;-38.95
1576.300;-6.66;-65.46;-65.25;-38.96
1576.310;-6.66;-65.46;-65.25;-38.98
1576.320;-6.66;-65.46;-65.25;-38.98
1576.330;-6.66;-65.46;-65.25;-38.93
1576.340;-6.66;-65.46;-65.25;-38.90
1576.350;-6.66;-65.46;-65.25;-38.93
1576.360;-6.65;-65.47;-65.27;-38.91
1576.370;-6.66;-65.46;-65.26;-39.01
1576.380;-6.66;-65.46;-65.25;-38.93
1576.390;-6.66;-65.46;-65.25;-38.97
1576.400;-6.66;-65.46;-65.25;-38.96
1576.410;-6.67;-65.45;-65.25;-39.02
1576.420;-6.66;-65.46;-65.26;-38.96
1576.430;-6.66;-65.46;-65.26;-38.96
1576.440;-6.66;-65.46;-65.25;-38.96
1576.450;-6.66;-65.46;-65.25;-38.97
1576.460;-6.66;-65.46;-65.25;-39.01
1576.470;-6.66;-65.46;-65.25;-38.96
1576.480;-6.66;-65.46;-65.25;-39.01
1576.490;-6.66;-65.46;-65.25;-39.01
1576.500;-6.67;-65.45;-65.24;-39.00
1576.510;-6.66;-65.46;-65.25;-38.99
1576.520;-6.66;-65.46;-65.25;-38.98
1576.530;-6.66;-65.46;-65.25;-39.01
1576.540;-6.67;-65.45;-65.24;-38.94
1576.550;-6.66;-65.46;-65.25;-38.96
1576.560;-6.66;-65.46;-65.25;-38.96
1576.570;-6.67;-65.45;-65.24;-39.00
1576.580;-6.68;-65.44;-65.24;-38.92
1576.590;-6.68;-65.44;-65.24;-39.01
1576.600;-6.68;-65.44;-65.24;-39.05
1576.610;-6.68;-65.45;-65.24;-39.04
1576.620;-6.68;-65.44;-65.23;-39.04
1576.630;-6.69;-65.43;-65.23;-39.00
1576.640;-6.68;-65.45;-65.24;-39.04
1576.650;-6.68;-65.45;-65.24;-39.05
1576.660;-6.69;-65.43;-65.22;-39.03
1576.670;-6.68;-65.44;-65.24;-38.96
1576.680;-6.70;-65.43;-65.22;-39.02
1576.690;-6.69;-65.43;-65.22;-39.01
1576.700;-6.68;-65.44;-65.23;-38.98
1576.710;-6.70;-65.43;-65.22;-38.96
1576.720;-6.69;-65.44;-65.23;-38.94
1576.730;-6.68;-65.45;-65.24;-38.97
1576.740;-6.69;-65.43;-65.22;-39.01
1576.750;-6.68;-65.45;-65.24;-38.98
1576.760;-6.66;-65.46;-65.25;-38.99
1576.770;-6.68;-65.45;-65.23;-38.97
1576.780;-6.69;-65.44;-65.23;-39.04
1576.790;-6.69;-65.44;-65.23;-39.01
1576.800;-6.70;-65.43;-65.22;-39.02
1576.810;-6.68;-65.44;-65.23;-39.07
1576.820;-6.68;-65.45;-65.24;-39.14
1576.830;-6.66;-65.47;-65.25;-39.12
1576.840;-6.69;-65.44;-65.22;-39.08
1576.850;-6.67;-65.46;-65.25;-39.15
1576.860;-6.70;-65.43;-65.21;-39.12
1576.870;-6.71;-65.42;-65.21;-39.12
1576.880;-6.71;-65.42;-65.21;-39.09
1576.890;-6.70;-65.43;-65.21;-39.11
1576.900;-6.73;-65.40;-65.19;-39.17
1576.910;-6.68;-65.45;-65.24;-39.10
1576.920;-6.71;-65.41;-65.20;-39.16
1576.930;-6.71;-65.42;-65.21;-39.22
1576.940;-6.70;-65.43;-65.21;-39.15
1576.950;-6.71;-65.41;-65.20;-39.18
1576.960;-6.71;-65.41;-65.20;-39.19
1576.970;-6.69;-65.44;-65.23;-39.18
1576.980;-6.73;-65.40;-65.19;-39.26
1576.990;-6.69;-65.43;-65.22;-39.28
1577.000;-6.68;-65.45;-65.23;-39.24
1577.010;-6.70;-65.43;-65.21;-39.23
1577.020;-6.71;-65.42;-65.21;-39.13
1577.030;-6.70;-65.43;-65.22;-39.22
1577.040;-6.70;-65.43;-65.22;-39.27
1577.050;-6.70;-65.43;-65.22;-39.33
1577.060;-6.71;-65.42;-65.20;-39.29
1577.070;-6.66;-65.46;-65.25;-39.24
1577.080;-6.70;-65.43;-65.22;-39.28
1577.090;-6.70;-65.43;-65.21;-39.26
1577.100;-6.70;-65.43;-65.22;-39.21
1577.110;-6.71;-65.41;-65.20;-39.23
1577.120;-6.70;-65.43;-65.21;-39.30
1577.130;-6.70;-65.43;-65.22;-39.34
1577.140;-6.70;-65.43;-65.22;-39.28
1577.150;-6.69;-65.44;-65.22;-39.24
1577.160;-6.68;-65.45;-65.23;-39.20
1577.170;-6.70;-65.43;-65.22;-39.20
1577.180;-6.71;-65.42;-65.21;-39.22
1577.190;-6.70;-65.43;-65.21;-39.18
1577.200;-6.71;-65.42;-65.21;-39.20
1577.210;-6.70;-65.43;-65.22;-39.18
1577.220;-6.70;-65.43;-65.22;-39.10
1577.230;-6.71;-65.42;-65.21;-39.14
1577.240;-6.68;-65.45;-65.24;-39.22
1577.250;-6.69;-65.44;-65.23;-39.22
1577.260;-6.69;-65.44;-65.23;-39.14
1577.270;-6.69;-65.44;-65.22;-39.06
1577.280;-6.67;-65.46;-65.25;-39.10
1577.290;-6.71;-65.42;-65.20;-39.09
1577.300;-6.71;-65.42;-65.20;-39.00
1577.310;-6.68;-65.45;-65.23;-39.18
1577.320;-6.68;-65.45;-65.23;-39.06
1577.330;-6.67;-65.46;-65.25;-39.06
1577.340;-6.68;-65.45;-65.24;-39.05
1577.350;-6.69;-65.44;-65.22;-39.08
1577.360;-6.68;-65.45;-65.23;-39.04
1577.370;-6.68;-65.45;-65.24;-39.09
1577.380;-6.70;-65.43;-65.22;-39.04
1577.390;-6.69;-65.44;-65.22;-39.02
1577.400;-6.68;-65.44;-65.23;-39.05
1577.410;-6.71;-65.42;-65.21;-39.02
1577.420;-6.70;-65.43;-65.21;-39.03
1577.430;-6.68;-65.45;-65.23;-39.07
1577.440;-6.71;-65.42;-65.20;-39.09
1577.450;-6.68;-65.45;-65.24;-39.06
1577.460;-6.70;-65.43;-65.22;-39.06
1577.470;-6.70;-65.43;-65.22;-39.01
1577.480;-6.70;-65.43;-65.21;-39.08
1577.490;-6.70;-65.42;-65.21;-39.04
1577.500;-6.72;-65.41;-65.19;-39.02
1577.510;-6.73;-65.40;-65.18;-39.01
1577.520;-6.72;-65.41;-65.20;-39.02
1577.530;-6.71;-65.42;-65.20;-38.98
1577.540;-6.69;-65.44;-65.22;-39.07
1577.550;-6.69;-65.44;-65.23;-39.05
1577.560;-6.71;-65.42;-65.21;-39.00
1577.570;-6.70;-65.43;-65.22;-38.95
1577.580;-6.70;-65.43;-65.22;-39.05
1577.590;-6.70;-65.43;-65.22;-39.03
1577.600;-6.71;-65.42;-65.20;-39.06
1577.610;-6.68;-65.45;-65.23;-38.96
1577.620;-6.71;-65.42;-65.21;-38.96
1577.630;-6.70;-65.43;-65.22;-38.99
1577.640;-6.70;-65.43;-65.22;-38.95
1577.650;-6.70;-65.43;-65.22;-38.97
1577.660;-6.70;-65.43;-65.22;-38.93
1577.670;-6.71;-65.42;-65.20;-38.93
1577.680;-6.70;-65.43;-65.22;-38.99
1577.690;-6.70;-65.43;-65.22;-38.93
1577.700;-6.70;-65.43;-65.22;-38.91
1577.710;-6.70;-65.43;-65.21;-38.95
1577.720;-6.70;-65.42;-65.21;-38.97
1577.730;-6.70;-65.43;-65.22;-38.90
1577.740;-6.70;-65.43;-65.22;-38.99
1577.750;-6.73;-65.40;-65.19;-38.91
1577.760;-6.71;-65.41;-65.20;-38.92
1577.770;-6.71;-65.41;-65.20;-38.97
1577.780;-6.71;-65.42;-65.21;-38.94
1577.790;-6.70;-65.43;-65.21;-38.90
1577.800;-6.72;-65.40;-65.19;-38.87
1577.810;-6.71;-65.42;-65.21;-38.87
1577.820;-6.68;-65.45;-65.23;-38.94
1577.830;-6.68;-65.45;-65.24;-38.91
1577.840;-6.70;-65.43;-65.22;-38.92
1577.850;-6.70;-65.43;-65.22;-38.86
1577.860;-6.70;-65.43;-65.21;-38.85
1577.870;-6.71;-65.41;-65.20;-38.87
1577.880;-6.68;-65.45;-65.23;-38.91
1577.890;-6.69;-65.44;-65.23;-38.89
1577.900;-6.71;-65.42;-65.20;-38.81
1577.910;-6.70;-65.43;-65.22;-38.87
1577.920;-6.70;-65.43;-65.22;-38.89
1577.930;-6.71;-65.41;-65.20;-38.86
1577.940;-6.71;-65.41;-65.20;-38.85
1577.950;-6.71;-65.42;-65.21;-38.82
1577.960;-6.71;-65.42;-65.21;-38.84
1577.970;-6.70;-65.43;-65.21;-38.78
1577.980;-6.73;-65.40;-65.19;-38.80
1577.990;-6.75;-65.38;-65.17;-38.81
1578.000;-6.73;-65.40;-65.19;-38.86
1578.010;-6.71;-65.42;-65.21;-38.82
1578.020;-6.70;-65.43;-65.21;-38.84
1578.030;-6.69;-65.43;-65.22;-38.81
1578.040;-6.71;-65.42;-65.20;-38.83
1578.050;-6.73;-65.40;-65.18;-38.84
1578.060;-6.73;-65.40;-65.18;-38.80
1578.070;-6.73;-65.40;-65.18;-38.89
1578.080;-6.73;-65.40;-65.18;-38.81
1578.090;-6.73;-65.40;-65.19;-38.75
1578.100;-6.72;-65.41;-65.19;-38.77
1578.110;-6.73;-65.40;-65.18;-38.80
1578.120;-6.72;-65.41;-65.20;-38.80
1578.130;-6.71;-65.41;-65.20;-38.80
1578.140;-6.73;-65.40;-65.18;-38.78
1578.150;-6.73;-65.40;-65.18;-38.78
1578.160;-6.73;-65.40;-65.18;-38.82
1578.170;-6.73;-65.40;-65.18;-38.76
1578.180;-6.73;-65.40;-65.18;-38.78
1578.190;-6.73;-65.40;-65.18;-38.85
1578.200;-6.73;-65.40;-65.18;-38.85
1578.210;-6.73;-65.40;-65.18;-38.78
1578.220;-6.71;-65.41;-65.20;-38.77
1578.230;-6.72;-65.41;-65.20;-38.82
1578.240;-6.75;-65.38;-65.17;-38.77
1578.250;-6.73;-65.40;-65.18;-38.80
1578.260;-6.73;-65.40;-65.18;-38.79
1578.270;-6.73;-65.40;-65.18;-38.72
1578.280;-6.73;-65.40;-65.18;-38.76
1578.290;-6.73;-65.40;-65.18;-38.82
1578.300;-6.73;-65.40;-65.18;-38.81
1578.310;-6.72;-65.41;-65.20;-38.85
1578.320;-6.73;-65.40;-65.18;-38.83
1578.330;-6.73;-65.40;-65.19;-38.78
1578.340;-6.72;-65.41;-65.19;-38.77
1578.350;-6.73;-65.40;-65.18;-38.81
1578.360;-6.72;-65.41;-65.20;-38.80
1578.370;-6.73;-65.40;-65.19;-38.87
1578.380;-6.73;-65.40;-65.18;-38.79
1578.390;-6.73;-65.40;-65.18;-38.83
1578.400;-6.72;-65.41;-65.19;-38.77
1578.410;-6.71;-65.42;-65.20;-38.79
1578.420;-6.71;-65.42;-65.20;-38.75
1578.430;-6.71;-65.42;-65.21;-38.78
1578.440;-6.71;-65.41;-65.20;-38.75
1578.450;-6.73;-65.40;-65.18;-38.74
1578.460;-6.71;-65.41;-65.20;-38.79
1578.470;-6.73;-65.40;-65.18;-38.69
1578.480;-6.73;-65.40;-65.19;-38.75
1578.490;-6.71;-65.42;-65.21;-38.74
1578.500;-6.71;-65.42;-65.21;-38.70
1578.510;-6.71;-65.41;-65.20;-38.69
1578.520;-6.71;-65.41;-65.20;-38.72
1578.530;-6.73;-65.40;-65.18;-38.73
1578.540;-6.73;-65.40;-65.18;-38.70
1578.550;-6.71;-65.41;-65.20;-38.66
1578.560;-6.72;-65.41;-65.20;-38.65
1578.570;-6.73;-65.40;-65.18;-38.67
1578.580;-6.73;-65.40;-65.18;-38.60
1578.590;-6.72;-65.41;-65.20;-38.60
1578.600;-6.73;-65.40;-65.19;-38.58
1578.610;-6.73;-65.40;-65.18;-38.49
1578.620;-6.70;-65.43;-65.22;-38.59
1578.630;-6.72;-65.41;-65.20;-38.63
1578.640;-6.73;-65.40;-65.19;-38.54
1578.650;-6.72;-65.41;-65.19;-38.46
1578.660;-6.73;-65.40;-65.18;-38.50
1578.670;-6.73;-65.40;-65.18;-38.59
1578.680;-6.72;-65.41;-65.20;-38.50
1578.690;-6.73;-65.40;-65.18;-38.51
1578.700;-6.71;-65.41;-65.20;-38.54
1578.710;-6.72;-65.41;-65.20;-38.55
1578.720;-6.73;-65.40;-65.18;-38.63
1578.730;-6.72;-65.41;-65.19;-38.55
1578.740;-6.71;-65.41;-65.20;-38.51
1578.750;-6.73;-65.40;-65.19;-38.50
1578.760;-6.73;-65.40;-65.18;-38.58
1578.770;-6.73;-65.40;-65.18;-38.53
1578.780;-6.73;-65.40;-65.18;-38.66
1578.790;-6.73;-65.40;-65.18;-38.58
1578.800;-6.72;-65.40;-65.19;-38.58
1578.810;-6.71;-65.41;-65.20;-38.69
1578.820;-6.73;-65.40;-65.19;-38.68
1578.830;-6.72;-65.41;-65.20;-38.67
1578.840;-6.73;-65.40;-65.18;-38.62
1578.850;-6.73;-65.40;-65.18;-38.53
1578.860;-6.73;-65.40;-65.18;-38.62
1578.870;-6.73;-65.40;-65.18;-38.64
1578.880;-6.73;-65.40;-65.18;-38.62
1578.890;-6.72;-65.41;-65.19;-38.64
1578.900;-6.73;-65.40;-65.19;-38.64
1578.910;-6.72;-65.41;-65.20;-38.60
1578.920;-6.73;-65.40;-65.18;-38.63
1578.930;-6.73;-65.40;-65.18;-38.69
1578.940;-6.73;-65.40;-65.18;-38.67
1578.950;-6.73;-65.40;-65.18;-38.77
1578.960;-6.74;-65.39;-65.18;-38.81
1578.970;-6.74;-65.39;-65.18;-38.77
1578.980;-6.73;-65.40;-65.18;-38.71
1578.990;-6.73;-65.40;-65.18;-38.87
1579.000;-6.73;-65.40;-65.18;-38.73
1579.010;-6.73;-65.40;-65.18;-38.81
1579.020;-6.73;-65.40;-65.18;-38.83
1579.030;-6.73;-65.40;-65.18;-38.78
1579.040;-6.73;-65.40;-65.18;-38.77
1579.050;-6.74;-65.39;-65.17;-38.74
1579.060;-6.74;-65.39;-65.18;-38.83
1579.070;-6.76;-65.37;-65.15;-38.84
1579.080;-6.73;-65.40;-65.18;-38.78
1579.090;-6.76;-65.37;-65.15;-38.82
1579.100;-6.72;-65.41;-65.20;-38.76
1579.110;-6.73;-65.40;-65.18;-38.81
1579.120;-6.73;-65.40;-65.18;-38.83
1579.130;-6.73;-65.40;-65.18;-38.77
1579.140;-6.75;-65.38;-65.17;-38.76
1579.150;-6.75;-65.38;-65.17;-38.76
1579.160;-6.71;-65.41;-65.20;-38.77
1579.170;-6.73;-65.40;-65.18;-38.88
1579.180;-6.73;-65.40;-65.18;-38.80
1579.190;-6.73;-65.40;-65.18;-38.83
1579.200;-6.72;-65.41;-65.19;-38.81
1579.210;-6.73;-65.40;-65.19;-38.80
1579.220;-6.72;-65.41;-65.20;-38.79
1579.230;-6.73;-65.40;-65.19;-38.73
1579.240;-6.73;-65.40;-65.18;-38.72
1579.250;-6.72;-65.41;-65.20;-38.80
1579.260;-6.73;-65.40;-65.18;-38.85
1579.270;-6.73;-65.40;-65.18;-38.84
1579.280;-6.73;-65.40;-65.18;-38.78
1579.290;-6.73;-65.40;-65.18;-38.82
1579.300;-6.73;-65.40;-65.18;-38.80
1579.310;-6.72;-65.41;-65.20;-38.79
1579.320;-6.73;-65.40;-65.18;-38.83
1579.330;-6.72;-65.41;-65.20;-38.82
1579.340;-6.73;-65.40;-65.19;-38.80
1579.350;-6.71;-65.41;-65.20;-38.79
1579.360;-6.72;-65.41;-65.19;-38.78
1579.370;-6.73;-65.40;-65.18;-38.82
1579.380;-6.73;-65.40;-65.18;-38.82
1579.390;-6.73;-65.40;-65.18;-38.83
1579.400;-6.73;-65.40;-65.18;-38.76
1579.410;-6.72;-65.41;-65.20;-38.79
1579.420;-6.74;-65.39;-65.18;-38.73
1579.430;-6.74;-65.39;-65.17;-38.74
1579.440;-6.73;-65.40;-65.18;-38.72
1579.450;-6.74;-65.38;-65.17;-38.76
1579.460;-6.75;-65.38;-65.17;-38.76
1579.470;-6.75;-65.38;-65.17;-38.76
1579.480;-6.73;-65.40;-65.18;-38.74
1579.490;-6.73;-65.40;-65.18;-38.80
1579.500;-6.73;-65.40;-65.18;-38.89
1579.510;-6.73;-65.40;-65.18;-38.86
1579.520;-6.73;-65.40;-65.18;-38.82
1579.530;-6.73;-65.40;-65.18;-38.81
1579.540;-6.73;-65.40;-65.18;-38.78
1579.550;-6.73;-65.40;-65.18;-38.78
1579.560;-6.73;-65.40;-65.18;-38.76
1579.570;-6.73;-65.40;-65.18;-38.79
1579.580;-6.73;-65.40;-65.18;-38.79
1579.590;-6.73;-65.40;-65.18;-38.80
1579.600;-6.73;-65.40;-65.18;-38.78
1579.610;-6.73;-65.40;-65.18;-38.80
1579.620;-6.72;-65.41;-65.20;-38.78
1579.630;-6.73;-65.40;-65.18;-38.83
1579.640;-6.73;-65.40;-65.18;-38.82
1579.650;-6.73;-65.40;-65.18;-38.79
1579.660;-6.74;-65.39;-65.18;-38.82
1579.670;-6.74;-65.39;-65.17;-38.79
1579.680;-6.73;-65.40;-65.18;-38.84
1579.690;-6.73;-65.40;-65.18;-38.82
1579.700;-6.73;-65.40;-65.18;-38.87
1579.710;-6.73;-65.40;-65.18;-38.92
1579.720;-6.73;-65.40;-65.18;-38.85
1579.730;-6.73;-65.40;-65.18;-38.89
1579.740;-6.73;-65.40;-65.18;-38.98
1579.750;-6.74;-65.39;-65.17;-38.91
1579.760;-6.77;-65.36;-65.14;-38.89
1579.770;-6.76;-65.37;-65.16;-38.92
1579.780;-6.75;-65.38;-65.17;-38.91
1579.790;-6.77;-65.36;-65.15;-38.87
1579.800;-6.75;-65.38;-65.17;-38.87
1579.810;-6.73;-65.40;-65.18;-38.96
1579.820;-6.74;-65.39;-65.18;-38.99
1579.830;-6.74;-65.39;-65.17;-38.97
1579.840;-6.73;-65.40;-65.18;-38.96
1579.850;-6.73;-65.40;-65.18;-38.90
1579.860;-6.73;-65.40;-65.18;-38.92
1579.870;-6.73;-65.40;-65.18;-38.95
1579.880;-6.73;-65.40;-65.18;-38.96
1579.890;-6.73;-65.40;-65.18;-38.93
1579.900;-6.74;-65.39;-65.18;-38.91
1579.910;-6.74;-65.39;-65.17;-38.90
1579.920;-6.73;-65.40;-65.18;-38.91
1579.930;-6.75;-65.38;-65.17;-38.92
1579.940;-6.75;-65.38;-65.17;-38.98
1579.950;-6.73;-65.40;-65.18;-38.91
1579.960;-6.73;-65.39;-65.18;-38.92
1579.970;-6.75;-65.38;-65.17;-39.02
1579.980;-6.73;-65.40;-65.18;-38.97
1579.990;-6.74;-65.39;-65.17;-39.04
1580.000;-6.74;-65.39;-65.18;-38.98
1580.010;-6.73;-65.40;-65.18;-38.98
1580.020;-6.73;-65.40;-65.18;-38.94
1580.030;-6.73;-65.40;-65.18;-38.85
1580.040;-6.73;-65.40;-65.19;-38.96
1580.050;-6.72;-65.41;-65.20;-38.98
1580.060;-6.73;-65.40;-65.18;-38.94
1580.070;-6.73;-65.40;-65.18;-38.92
1580.080;-6.73;-65.40;-65.18;-38.98
1580.090;-6.73;-65.40;-65.18;-39.03
1580.100;-6.72;-65.41;-65.20;-39.02
1580.110;-6.70;-65.43;-65.22;-39.00
